Area;Key;Comment;Default language;Comment.fi-FI;.fi-FI;Comment.sv-SE;.sv-SE
Building;quality__req_permanentApartmentIdentifier_error;Unable to find permanent apartment identifier;Unable to find permanent apartment identifier;Yleinen virheilmoitus, jos VTJ-PHT:n haku ei jostain syystä onnistunut. Yleensä yhdessä VTJ:n virheilmoituksen kanssa.;Pysyvän huoneistotunnuksen haku ei onnistunut;Allmänt felmeddelande om sökningen av BDS-PLB av någon anledning inte lyckades. I allmänhet tillsammans med ett felmeddelande från BDS.;Sökningen av den permanenta lägenhetsbeteckningen misslyckades
Building;quality__req_permanentApartmentIdentifier_floorArea;The value of the floor area attribute in the addressApartmentIdentifier must be at least 7;The value of the floor area attribute in the addressApartmentIdentifier must be at least 7;;;;
Building;quality__req_permanentApartmentIdentifier_given;A permanent apartment identifier has already been given.;A permanent apartment identifier has already been given.;Pysyvän huoneistotunnuksen hakukutsun mukainen VTJ-PHT on jo haettu Ryhdin kautta. Ryhti palauttaa tällöin tämän jo annetun tunnuksen ja tämän huomautuksen.;Pysyvä huoneistotunnus on jo annettu.;Sökningen av den permanenta lägenhetsbeteckning enligt BDS-PLB har redan gjorts via Ryhti. Då returnerar Ryhti denna redan tilldelade beteckningen och denna anmärkning.;Den permanenta lägenhetsbeteckningen har redan angetts.
Building;quality__req_permanentApartmentIdentifier_must_exist;;No permanent apartment identifier for the added apartment could be found in Ryhti;Lisätyn huoneiston pysyvää huoneistotunnusta ei löydy Ryhdistä;Lisätyn huoneiston pysyvää huoneistotunnusta ei löydy Ryhdistä;;Den permanenta lägenhetsbeteckningen för den tillagda lägenheten finns inte i Ryhti
Building;quality__req_permanentApartmentIdentifier_sectionIdentifier;When searching for a permanent apartment identifier, the building section’s identifier (UUID) that has been entered in Ryhti must be used.;When searching for a permanent apartment identifier, the building section’s identifier (UUID) that has been entered in Ryhti must be used.;Pysyvän huoneistotunnuksen haussa tulee antaa Ryhdissä olevan rakennuksen osan tunnus (UUID).;Pysyvän huoneistotunnuksen haussa tulee antaa Ryhdissä olevan rakennuksen osan tunnus (UUID).;;Vid sökning efter en permanent lägenhetsbeteckning ska beteckningen (UUID) för byggnadens del som finns i Ryhti anges.
Building;quality__req_permanentBuildingIdentifier_constructionAction;When applying for a permanent building identifier, the value of the typeOfConstructionAction attribute in the constructionAction must be '01 - New building or structure';When applying for a permanent building identifier, the value of the typeOfConstructionAction attribute in the constructionAction must be '01 - New building or structure';Haettaessa pysyvää rakennustunnusta, tulee Rakennustoimenpiteen toimenpiteenLaji-attribuutin arvon olla '01 - Uusi rakennus tai rakennelma';Haettaessa pysyvää rakennustunnusta, tulee Rakennustoimenpiteen toimenpiteenLaji-attribuutin arvon olla '01 - Uusi rakennus tai rakennelma';;Vid ansökan om permanent byggnadsbeteckning ska värdet för attributet åtgärdstyp i Byggnadsåtgärden vara '01 - Ny byggnad eller konstruktion'
Building;quality__req_permanentBuildingIdentifier_error;Unable to find permanent building identifier;Unable to find permanent building identifier;Yleinen virheilmoitus, jos VTJ-PRT:n haku ei jostain syystä onnistunut. Yleensä yhdessä VTJ:n virheilmoituksen kanssa.;Pysyvän rakennustunnuksen haku ei onnistunut;Allmänt felmeddelande om sökningen av BDS-PPB av någon anledning inte lyckades. I allmänhet tillsammans med ett felmeddelande från BDS.;Sökningen av den permanenta byggnadsbeteckningen misslyckades
Building;quality__req_permanentBuildingIdentifier_given;A permanent building identifier has already been given.;A permanent building identifier has already been given.;Pysyvän rakennustunnuksen hakukutsun mukainen VTJ-PRT on jo haettu Ryhdin kautta. Ryhti palauttaa tällöin tämän jo annetun tunnuksen ja tämän huomautuksen.;Pysyvä rakennustunnus on jo annettu.;Sökningen av den permanenta byggnadsbeteckningen enligt BDS-PPB har redan gjorts via Ryhti. Då returnerar Ryhti denna redan tilldelade beteckningen och denna anmärkning.;Den permanenta byggnadsbeteckningen har redan angetts.
Building;quality__req_PermanentPermitIdentifier_format;The permit issue’s permanentPermitIdentifier attribute must meet the formatting requirements;The permit issue’s permanentPermitIdentifier attribute must meet the formatting requirements;Lupa-asian pysyväLupaTunnus-attribuutin tulee täyttää muotovaatimukset;Lupa-asian pysyväLupaTunnus-attribuutin tulee täyttää muotovaatimukset;;Tillståndsärendets permanentaTillståndsBeteckning ska uppfylla formatkraven
Building;quality__req_permanentPermitIdentifier_notExist;No permanent permit identifier for the permit issue could be found in Ryhti;No permanent permit identifier for the permit issue could be found in Ryhti;Lupa-asian pysyvää lupatunnusta ei löydy Ryhdistä;Lupa-asian pysyvää lupatunnusta ei löydy Ryhdistä;;Den permanenta tillståndsbeteckningen för tillståndsärendet finns inte i Ryhti
Building;quality__req_permanentStructureIdentifier_given;;A permanent structure identifier has already been given.;;;;
Building;quality__req_permit_apartment_removal_unsuccessful;Unable to delete permitApartment {0} for permit from the Population Information System;Unable to delete permitApartment {0} for permit from the Population Information System;;Lupahuoneiston {0} poistaminen ei onnistunut VTJ:stä.;;Misslyckades att ta bort lovLägenheten {0} från BDS
Building;quality__req_permitCase_updateType_new;The updateType attribute in the buildingPermitIssue class may not be given a value when creating a new buildingPermitIssue ;The updateType attribute in the buildingPermitIssue class may not be given a value when creating a new buildingPermitIssue ;Rakentamislupa-asia-luokan Päivityslaji-attribuutin arvo ei ole sallittu, jos luodaan uutta Rakentamislupa-asiaa ;Rakentamislupa-asia-luokan Päivityslaji-attribuutin arvo ei ole sallittu, jos luodaan uutta Rakentamislupa-asiaa ;;Värdet för attributet Uppdateringstyp i klassen Bygglovsärende är inte tillåtet när ett nytt Bygglovsärende skapas. 
Building;quality__req_permitCase_updateType_update;The updateType attribute in the buildingPermitIssue class must be given a value when updating an existing buildingPermitIssue ;The updateType attribute in the buildingPermitIssue class must be given a value when updating an existing buildingPermitIssue ;Rakentamislupa-asia-luokan Päivityslaji-attribuutin arvo on pakollinen, jos päivitetään olemassa olevaa Rakentamislupa-asiaa ;Rakentamislupa-asia-luokan Päivityslaji-attribuutin arvo on pakollinen, jos päivitetään olemassa olevaa Rakentamislupa-asiaa ;;Värdet för attributet Uppdateringstyp i klassen Bygglovsärende är obligatoriskt när ett befintligt Bygglovsärende uppdateras 
Building;quality__req_permitIssue_building_renovationDate;The renovationDate attribute in the building class must be empty;The renovationDate attribute in the building class must be empty;;Lupa-asian rakennuksen perusparannusPäivä-attribuutin tulee olla tyhjä.;;Attributet Grundförbättringdatum i klassen byggnad ska vara tomt
Building;quality__req_permitIssue_changePermit;The changePermit class is mandatory for the permitIssue if the value of the updateType attribute is '05 - Change permit';The changePermit class is mandatory for the permitIssue if the value of the updateType attribute is '05 - Change permit';Muutoslupa-luokka on pakollinen Lupa-asialla, jos päivityksenLaji-attribuutin arvo on '05 - Muutoslupa';Muutoslupa-luokka on pakollinen Lupa-asialla, jos päivityksenLaji-attribuutin arvo on '05 - Muutoslupa';;Klassen Ändringstillstånd är obligatorisk i Tillståndsärendet, om värdet för uppdateringens Attribut är '05 - Ändringstillstånd'
Building;quality__req_permitIssue_changePermit_notAllowed;;Muutoslupa ei ole sallittu jos Rakentamislupapäätös-luokan Lupatyyppi-attribuutin arvo on '02 - Sijoittamislupa' tai '04 - Puhtaan siirtymän sijoittamislupa'.;;Muutoslupa ei ole sallittu jos Rakentamislupapäätös-luokan Lupatyyppi-attribuutin arvo on '02 - Sijoittamislupa' tai '04 - Puhtaan siirtymän sijoittamislupa'.;;
Building;quality__req_permitIssue_constructionAction_notAllowed;;Rakentamistoimenpide ei ole sallittu jos Rakentamislupapäätös-luokan Lupatyyppi-attribuutin arvo on '02 - Sijoittamislupa' tai '04 - Puhtaan siirtymän sijoittamislupa'.;;Rakentamistoimenpide ei ole sallittu jos Rakentamislupapäätös-luokan Lupatyyppi-attribuutin arvo on '02 - Sijoittamislupa' tai '04 - Puhtaan siirtymän sijoittamislupa'.;;
Building;quality__req_permitIssue_extensionDecision;The extensionDecision class is mandatory for the permitIssue if the value of the updateType attribute is '03 - Extension';The extensionDecision class is mandatory for the permitIssue if the value of the updateType attribute is '03 - Extension';Jatkoaikapäätös-luokka on pakollinen Lupa-asialla, jos päivityksenLaji-attribuutin arvo on '03 - Jatkoaika';Jatkoaikapäätös-luokka on pakollinen Lupa-asialla, jos päivityksenLaji-attribuutin arvo on '03 - Jatkoaika';;Klassen BeslutOmFörlängdTid är obligatorisk i Tillståndsärendet, om värdet för uppdateringens Attribut är '03 - Förlängd tid'
Building;quality__req_permitIssue_extensionDecision_notAllowed;;Jatkoaikapäätös ei ole sallittu jos Rakentamislupapäätös-luokan Lupatyyppi-attribuutin arvo on '02 - Sijoittamislupa' tai '04 - Puhtaan siirtymän sijoittamislupa'.;;Jatkoaikapäätös ei ole sallittu jos Rakentamislupapäätös-luokan Lupatyyppi-attribuutin arvo on '02 - Sijoittamislupa' tai '04 - Puhtaan siirtymän sijoittamislupa'.;;
Building;quality__req_permitIssue_extensionDecision_until;The constructionWorkToBeStartedExtensionUntil or constructionWorkToBeCompletedExtensionUntil attribute is mandatory for a decision if the value of the updateType attribute is '03 - Extension';The constructionWorkToBeStartedExtensionUntil or constructionWorkToBeCompletedExtensionUntil attribute is mandatory for a decision if the value of the updateType attribute is '03 - Extension';rakennustyötAloitettavaJatkoaAsti- tai  rakennustyötValmistuttavaJatkoaAsti-attribuutti on pakollinen päätöksellä, jos päivityksenLaji-attribuutin arvo on '03 - Jatkoaika';rakennustyötAloitettavaJatkoaAsti- tai  rakennustyötValmistuttavaJatkoaAsti-attribuutti on pakollinen päätöksellä, jos päivityksenLaji-attribuutin arvo on '03 - Jatkoaika';;Attributen ByggarbetenMåstePåbörjasSenast eller ByggarbetenMåsteVaraSlutfördaSenast är obligatoriskt i beslutet, om värdet för attributet uppdateringstyp är '03 - Förlängd tid'
Building;quality__req_permitIssue_finishedBuilding_renovationDate;The renovationDate attribute the finishedBuilding class must be given a value if the value of the Renovation attribute in the building class = 'true';The renovationDate attribute the finishedBuilding class must be given a value if the value of the Renovation attribute in the building class = 'true';;Lupa-asian valmiin rakennuksen perusparannusPäivä-attribuutin tulee olla annettu, jos Rakentamistoimenpide-luokan perusparannus-attribuutin arvo on 'true';;Attributet för Grundförbättringdatum i klassen färdigByggnad är obligatoriskt om värdet för attributet grundförbättring i klassen färdigByggnad är 'true'
Building;quality__req_permitIssue_inspection;The Inspection class is mandatory for the constructionProject if the value of the updateType attribute is '04 - Inspection';The Inspection class is mandatory for the constructionProject if the value of the updateType attribute is '04 - Inspection';katselmus-luokka on pakollinen Rakentamishankkeella, jos päivityksenLaji-attribuutin arvo on '04  - Katselmus';katselmus-luokka on pakollinen Rakentamishankkeella, jos päivityksenLaji-attribuutin arvo on '04  - Katselmus';;Klassen Granskning är obligatorisk i ett byggprojekt, om värdet för attributet uppdateringstyp är '04 - Granskning'
Building;quality__req_permitIssue_PermanentPermitIdentifier_exist;A permanentPermitIdentifier that corresponds to a permitIssue’s permanentPermitIdentifier attribute must not be available in a permit issue in Ryhti when creating a new permit issue;A permanentPermitIdentifier that corresponds to a permitIssue’s permanentPermitIdentifier attribute must not be available in a permit issue in Ryhti when creating a new permit issue;LupaAsian pysyväLupaTunnus-attribuutin mukaista pysyväLupaTunnusta ei saa löytyä Ryhdin lupa-asialta, kun luodaan uutta lupa-asiaa;LupaAsian pysyväLupaTunnus-attribuutin mukaista pysyväLupaTunnusta ei saa löytyä Ryhdin lupa-asialta, kun luodaan uutta lupa-asiaa;;Den permanentaTillståndsbeteckningen enligt attributet permanentTillståndsbeteckning får inte finnas i Ryhtis tillståndsärenden när ett nytt tillståndsärende skapas
Building;quality__req_permitIssue_PermanentPermitIdentifier_notExist;A permanentPermitIdentifier that corresponds to a permitIssue’s permanentPermitIdentifier attribute must be present in the permit issue in Ryhti when updating the permit issue;A permanentPermitIdentifier that corresponds to a permitIssue’s permanentPermitIdentifier attribute must be present in the permit issue in Ryhti when updating the permit issue;LupaAsian pysyväLupaTunnus-attribuutin mukainen pysyväLupaTunnus tulee löytyä Ryhdin lupa-asialta, kun päivitetään lupa-asiaa;LupaAsian pysyväLupaTunnus-attribuutin mukainen pysyväLupaTunnus tulee löytyä Ryhdin lupa-asialta, kun päivitetään lupa-asiaa;;Den permanentaTillståndsbeteckningen enligt attributet permanentTillståndsbeteckning i Licensärendet ska finnas i Ryhtis tillståndsärende när tillståndsärendet uppdateras
Building;quality__req_permitIssue_updateDescription;The updateDescription attribute of a permit issue is mandatory if the value of the updateType attribute is '01 - Error correction';The updateDescription attribute of a permit issue is mandatory if the value of the updateType attribute is '01 - Error correction';Lupa-asian päivityksenKuvaus-attribuutin arvo on sallittu vain, jos päivityksenLaji-attribuutin arvo on annettu;Lupa-asian päivityksenKuvaus-attribuutin arvo on pakollinen, jos päivityksenLaji-attribuutin arvo on '01 - Virheenkorjaus';;Värdet för attributet uppdateringsBeskrivning i tillståndsärendet är endast tillåtet om värdet för attributet uppdateringsTyp har angivits.
Building;quality__req_permitIssue_updateDescription_correction;The updateDescription attribute of a permit issue is mandatory if the value of the updateType attribute is '01 - Error correction';The updateDescription attribute of a permit issue is mandatory if the value of the updateType attribute is '01 - Error correction';Lupa-asian päivityksenKuvaus-attribuutin arvo on pakollinen, jos päivityksenLaji-attribuutin arvo on on '01 - Virheenkorjaus';Lupa-asian päivityksenKuvaus-attribuutin arvo on pakollinen, jos päivityksenLaji-attribuutin arvo on on '01 - Virheenkorjaus';;Värdet för attributet uppdateringsBeskrivning i tillståndsärendet är obligatoriskt om värdet för attributet uppdateringsTyp är '01 - Korrigering av fel'
Building;quality__req_permitIssue_updateType;When calling for the creation of a new permit issue, no value may be given for the updateType attribute;When calling for the creation of a new permit issue, no value may be given for the updateType attribute;Jos kutsutaan uuden lupa-asian luontia, ei päivityksenLaji-attribuutin arvo ole sallittu;Jos kutsutaan uuden lupa-asian luontia, ei päivityksenLaji-attribuutin arvo ole sallittu;;Om skapande av ett nytt tillståndsärende anropas, är inte värdet för attributet uppdateringsTyp tillåtet
Building;quality__req_permitType_noMatch;The permit issue’s permitType attribute must match the API call used ;The permit issue’s permitType attribute must match the API call used ;Lupa-asian luvanLaji-attribuutin tulee täsmätä käytettävään API-kutsuun ;Lupa-asian luvanLaji-attribuutin tulee täsmätä käytettävään API-kutsuun ;;Attributet för typ av TillståndsÄrende ska stämma överens med det använda API-anropet 
Building;quality__req_planner_identity;"The Planner class must be given one of the following attributes: socialSecurityNumber, otherID
";"The Planner class must be given one of the following attributes: socialSecurityNumber, otherID
";"Suunnittelija-luokalla tulee olla annettuna jokin attribuuteista henkilötunnus, muuTunnus
";"Suunnittelija-luokalla tulee olla annettuna jokin attribuuteista henkilötunnus, muuTunnus
";;"För klassen Planerare ska något av attributen personbeteckning eller annanBeteckning anges
"
Building;quality__req_planner_objectReference;The identifier of the object corresponding to the Planner-class buildingObjectReference attribute must be included in the message;The identifier of the object corresponding to the Planner-class buildingObjectReference attribute must be included in the message;Suunnittelija-luokan RakennuskohdeViite-attribuutin mukaisen kohteen tunnisteen tulee löytyä sanomasta;Suunnittelija-luokan RakennuskohdeViite-attribuutin mukaisen kohteen tunnisteen tulee löytyä sanomasta;;Beteckningen för det objekt som anges med attributet ByggnadsobjektReferens i klassen Planerare ska finnas i meddelandet
Building;quality__req_postalCode_exist;The value of the postalCode attribute in the address must be available in Ryhti;The value of the postalCode attribute in the address must be available in Ryhti;Osoitteen postinumero-attribuutin arvon tulee löytyä Ryhdistä;Osoitteen postinumero-attribuutin arvon tulee löytyä Ryhdistä;;Värdet för attributet postnummer i adressen ska finnas i Ryhti
Building;quality__req_primary_coolingEnergySource;The Primary attribute in the electricalEnergySource class must be 'true’ for a maximum of one object in the class;The Primary attribute in the electricalEnergySource class must be 'true’ for a maximum of one object in the class;SähköenergianLähde-luokan ensisijainen-attribuutin arvo tulee olla 'true', enintään yhdellä luokan kohteella;SähköenergianLähde-luokan ensisijainen-attribuutin arvo tulee olla 'true', enintään yhdellä luokan kohteella;;Det primära attributet för klassen Källaförelenergi ska vara 'true', för högst ett objekt i klassen
Building;quality__req_primary_electricalEnergySource_primary;The value of the Primary attribute in the electricalEnergySource class must be 'true’ for a maximum of one object in the class;The value of the Primary attribute in the electricalEnergySource class must be 'true’ for a maximum of one object in the class;"laatu/vaat-ensisijainen-sahkoenergian-lahde
Energiatiedot-luokan kuvaamassa rakenteisessa attribuutissa tulee olla enintään yksi sellainen attribuutin sähköenergianLähde-attribuutin arvo, jonka attribuutin ensisijainen arvo to true.";SähköenergianLähde-luokan ensisijainen-attribuutin arvo tulee olla 'true', enintään yhdellä luokan kohteella;"kvalitet/krav-primär-källaförelenergi
Ett strukturerat attribut som beskrivs av klassen Energiuppgifter ska innehålla högst ett sådant attribut för KällaFörElEnergi vars attribut har det primära värdet to true.";Det primära attributet för klassen Källaförelenergi ska vara 'true', för högst ett objekt i klassen
Building;quality__req_property_identifier_format;;The property identifier is in the wrong format;;Kiinteistötunnuksen muoto on virheellinen;;Fastighetsbeteckningen har fel format
Building;quality__req_property_propertyIdentifier;KiinteistöTaiMääräala-luokan kiinteistöTunnus-attribuutin tulee täyttää muotovaatimukset;KiinteistöTaiMääräala-luokan kiinteistöTunnus-attribuutin tulee täyttää muotovaatimukset;KiinteistöTaiMääräala-luokan kiinteistöTunnus-attribuutin tulee täyttää muotovaatimukset;KiinteistöTaiMääräala-luokan kiinteistöTunnus-attribuutin tulee täyttää muotovaatimukset;;
Building;quality__req_property_unseparatedParcelIdentifier;KiinteistöTaiMääräala-luokan määräalaTunnus-attribuutin tulee täyttää muotovaatimukset;KiinteistöTaiMääräala-luokan määräalaTunnus-attribuutin tulee täyttää muotovaatimukset;KiinteistöTaiMääräala-luokan määräalaTunnus-attribuutin tulee täyttää muotovaatimukset;KiinteistöTaiMääräala-luokan määräalaTunnus-attribuutin tulee täyttää muotovaatimukset;;
Building;quality__req_purpose_primary;"The value of the Primary attribute in the Purpose class must be 'true’ for a maximum of one object in the class

";"The value of the Primary attribute in the Purpose class must be 'true’ for a maximum of one object in the class

";"laatu/vaat-rakennuksen-ensisijainen-kayttotarkoitus
RakennuksenKäyttötiedot-luokan kuvaamassa rakenteisessa attribuutissa tulee olla enintään yksi sellainen attribuutin käyttötarkoitus-attribuutin arvo, jonka attribuutin ensisijainen arvo to true.";"RakennuksenKäyttötarkoitus-luokan ensisijainen-attribuutin arvo tulee olla 'true', enintään yhdellä luokan kohteella

";"kvalitet/krav-primärt-användningssyfte
Ett strukturerat attribut som beskrivs av klassen ByggnadensAnvändningsuppgifter ska ha högst ett sådant attribut för attributets användningssyfte vars attribut har det primära värdet to true.";"Det primära attributet för klassen Byggnadensanvändningssyfte ska vara 'true', för högst ett objekt i klassen

"
Building;quality__req_purpose_type_code_length;;The type attribute in the Purpose class only allows four digit long codes;;Käyttötarkoitus-luokan tyyppi-attribuutti sallii vain nelinumeroiset koodit;;Attributet typ i klassen användningsändamål tillåter endast fyrsiffriga koder
Building;quality__req_residenceCheck_error;Unable to check residency in the Population Information System;Unable to check residency in the Population Information System;;Asumisen tarkistus ei onnistunut VTJ:n rajapinnasta;;Misslyckades att kolla boende i BDS
Building;quality__req_structure_address;;The address attribute in the Structure class is required, when constructionActionType is not Demolition;;Rakennelma-luokan osoite-attribuutti on pakollinen, kun kyseessä ei ole purkaminen;;Attributet adress i klassen konstruktion är obligatorisk när det inte gäller rivning
Building;quality__req_structure_decision_administrative_location_unit;;The decisionAdministrativeLocationUnit attribute in the Structure class is required, when updating or completing without a permit;;Rakennelma-luokan myöntöAjanhallinnollinenSijaintiYksikkö-attribuutti on pakollinen, kun kyseessä ei ole lupa;;Attributet beslutsAdministrativPlatsenhet i klassen konstruktion är obligatorisk när det inte gäller ett tillstånd
Building;quality__req_structure_lifeCycleState_buildingObject;The lifeCycleState attribute in the structureSection class must be '03 - In use', '04 - Banned from use/Unusable', '05 Destroyed', '06 - Demolished', '07 - Combined or partitioned', '08 - Structure replaced with a building', '99 - No information' when the issue concerns a buildingObjectIssue;The lifeCycleState attribute in the structureSection class must be '03 - In use', '04 - Banned from use/Unusable', '05 Destroyed', '06 - Demolished', '07 - Combined or partitioned', '08 - Structure replaced with a building', '99 - No information' when the issue concerns a buildingObjectIssue;RakennelmanOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '03 - käytössä', '04 - käyttökiellossa/käyttökelvoton','05 - tuhoutunut','06 - purettu','07 - yhdistetty tai jaettu','08 - rakennelma korvattu rakennuksella','99 - ei tietoa', kun kyseessä on RakennuskohdeAsia;RakennelmanOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '03 - käytössä', '04 - käyttökiellossa/käyttökelvoton','05 - tuhoutunut','06 - purettu','07 - yhdistetty tai jaettu','08 - rakennelma korvattu rakennuksella','99 - ei tietoa', kun kyseessä on RakennuskohdeAsia;;Värdet för attributet livscykelskede i klassen DelAvKonstruktion ska vara '03 - i bruk', '04 - användningsförbud/obrukbar','05 - förstörd','06 - riven','07 - sammanslagen eller delad','08 - konstruktion ersatt med byggnad','99 - ingen uppgift', när det gäller ett ByggnadsobjektsÄrende 
Building;quality__req_structure_location;;The location attribute in the Structure class is required, when constructionActionType is not Demolition;;Rakennelma-luokan rakennuskohteenSijaintitiedot-attribuutti on pakollinen, kun kyseessä ei ole purkaminen;;Attributet ByggnadsobjektetsPlatsinformation i klassen konstruktion är obligatorisk när det inte gäller rivning
Building;quality__req_structure_numberOfStoreys;If a Structure-class object has a floorCount attribute value, this value must be an integer between 1 and 99 without any unit data.;If a Structure-class object has a floorCount attribute value, this value must be an integer between 1 and 99 without any unit data.;Mikäli Rakennelma-luokan objektilla on attribuutin kerrosluku arvo, sen arvon tulee olla kokonaisluku väliltä 1 - 99 ilman yksikkötietoa.;Mikäli Rakennelma-luokan objektilla on attribuutin kerrosluku arvo, sen arvon tulee olla kokonaisluku väliltä 1 - 99 ilman yksikkötietoa.;;Om ett objekt i klassen Konstruktion har ett värde för attributet våningtal, ska detta värde vara ett heltal mellan 1 och 99 utan enhetsinformation.
Building;quality__req_structure_permanentStructureIdentifier;The permanentStructureIdentifier attribute in the Structure class must meet the formatting requirements;The permanentStructureIdentifier attribute in the Structure class must meet the formatting requirements;Pysyvän rakennelmatunnuksen pituuden tulee olla 10 merkkiä ja sen tulee alkaa merkillä '4'.;Rakennelma-luokan pysyväRakennelmaTunnus-attribuutin tulee täyttää muotovaatimukset;Den permanenta konstruktionsbeteckningen ska bestå av 10 tecken och börja med tecknet '4'.;Värdet för attributet permanentKonstruktionsBeteckning i klassen konstruktion ska uppfylla formatkraven
Building;quality__req_Structure_permanentStructureIdentifier_exists;"If the value of the measureType attribute in the constructionAction class is ""01 - New building or structure"", then the database may not contain a Structure-class permanentStructureIdentifier attribute";"If the value of the measureType attribute in the constructionAction class is ""01 - New building or structure"", then the database may not contain a Structure-class permanentStructureIdentifier attribute";"Jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo on ""01 - Uusi rakennus tai rakennelma"", niin Rakennelma-luokan pysyvaRakennelmaTunnus-attribuutin arvoa ei saa löytyä tietokannasta Rakennelmalta";"Jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo on ""01 - Uusi rakennus tai rakennelma"", niin Rakennelma-luokan pysyvaRakennelmaTunnus-attribuutin arvoa ei saa löytyä tietokannasta Rakennelmalta";;"Om värdet för attributet åtgärdstyp i klassen ByggÅtgärd är ""01 - Ny byggnad eller konstruktion"", får värdet för attributet permanentByggnadsBeteckning i klassen Konstruktion inte finnas i databasen"
Building;quality__req_Structure_permanentStructureIdentifier_not_exists;If the value of the typeOfConstructionAction attribute in the constructionAction class is '02 - Expansion', '03 - Conversion work comparable to rebuilding', '04 - Other modification work', '05 - Demolition', '06 - Partial demolition of building', '07 - Urban image action', then the database must contain a permanentStructureIdentifier;If the value of the typeOfConstructionAction attribute in the constructionAction class is '02 - Expansion', '03 - Conversion work comparable to rebuilding', '04 - Other modification work', '05 - Demolition', '06 - Partial demolition of building', '07 - Urban image action', then the database must contain a permanentStructureIdentifier;Jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo on '02 - Laajentaminen', '03 - Uudelleen rakentamiseen verrattava muutostyö', '04 - Muu muutostyö', '05 - Purkaminen', '06 - Rakennuksen osittainen purkaminen', '07 - Kaupunkikuvatoimenpide' , niin pysyväRakennelmaTunnus pitää löytyä tietokannasta Rakennelmalta;Jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo on '02 - Laajentaminen', '03 - Uudelleen rakentamiseen verrattava muutostyö', '04 - Muu muutostyö', '05 - Purkaminen', '06 - Rakennuksen osittainen purkaminen', '07 - Kaupunkikuvatoimenpide' , niin pysyväRakennelmaTunnus pitää löytyä tietokannasta Rakennelmalta;;Om värdet för attributet åtgärdstyp i klassen ByggÅtgärd är '02 - Utvidgning', '03 - Ändringsarbete jämförbart med ombyggnad', '04 - Annat ändringsarbete', '05 - Rivning', '06 - Partiell rivning av byggnad', '07 - Stadsbildsåtgärd', så ska en permanentKonstruktionsBeteckning finnas i databasen
Building;quality__req_structure_section_exterior_data;;The exteriorData attribute in the StructureSection class is required, when constructionActionType is not Demolition;;RakennelmanOsa-luokan ulkokuorenTiedot-attribuutti on pakollinen, kun kyseessä ei ole purkaminen;;Attributet yttreSkaletsUppgifter i klassen delAvKonstruktion är obligatorisk när det inte gäller rivning
Building;quality__req_structure_section_material_data;;The materialData attribute in the StructureSection class is required, when constructionActionType is not Demolition;;RakennelmanOsa-luokan materiaalitiedot-attribuutti on pakollinen, kun kyseessä ei ole purkaminen;;Attributet materialUppgifter i klassen delAvKonstruktion är obligatorisk när det inte gäller rivning
Building;quality__req_structure_section_reason_for_demolition;;The reasonForDemolition attribute in the StructureSection class is required, if demolitionDate attribute is set. Otherwise reasonForDemolition is not allowed ;;RakennelmanOsa-luokassa purkamisenSyy-attribuutti on pakollinen, jos purkamisPäivämäärä on annettu. Muussa tapauksessa purkamisenSyy-attribuutti ei ole sallittu;;Attributet orsakTillRivning i delAvKonstruktion klassen är obligatorisk om rivningsdatum har givits. I andra fall är attributet orsakTillRivning inte tillåten.
Building;quality__req_structure_section_reason_for_demolition_allowed_values;;In the reasonForDemolition attribute in the StructureSection class, only values '03 - Demolition before new construction' and  '04 - Demolition for other reason' are allowed;;RakennelmanOsa-luokassa purkamisenSyy-attribuutti saa olla ainoastaan '03 - Puretaan uudisrakentamisen vuoksi' tai '04 - Puretaan muusta syystä';;Attributet orsakTillRivning i delAvKonstruktion klassen får endast vara '03 - Rivs på grund av nybyggnation' eller '04 - Rivs av annan orsak'
Building;quality__req_structure_structure_demolitionDeadline;The demolitionDeadline attribute in the Structure class must be given a value, but this is allowed only if the Temporary attribute = 'true';The demolitionDeadline attribute in the Structure class must be given a value, but this is allowed only if the Temporary attribute = 'true';Rakennelma-luokan purkamisenMääräaika-attribuutin arvo on pakollinen ja sallittu vain, jos tilapäinen-attribuutti = 'true';Rakennelma-luokan purkamisenMääräaika-attribuutin arvo on pakollinen ja sallittu vain, jos tilapäinen-attribuutti = 'true';;Värdet för attributet TidsfristFörRivning i klassen konstruktion är obligatoriskt och tillåtet endast om det tillfälliga attributet = 'true'
Building;quality__req_structure_temporary;;The temporary attribute in the Structure class should not have a value when creating or updating a demolition permit, and otherwise is required;;Rakennelma-luokan tilapäinen-attribuutti ei ole sallittu, jos kyseessä on purkamisluvan luonti tai päivitys. Muussa tapauksessa tilapäinen-attribuutti on pakollinen;;Attributet tillfälliga i klassen konstruktion är inte tillåten när det gäller skapande eller uppdatering av rivningstillstånd. I andra fall är attributet tillfälliga obligatorisk
